CookerStat, GenerateAssetRegistry=0.022419, Initialize=0.115685, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=7.972538, FlushAsyncLoading=0.011068, FlushStreamingFunc=0.066701, BlockTillAllRequestsFinished=0.008024, ResetLoadersForSaveUnMarkAllObjects=1.333691, TagPackageExports=10.514275, BeginCacheForCookedPlatformData=0.003874, SerializeImports=11.692155, GatherLocalizableTextData=31.742920, MarkNames=0.099082, SerializeSummary=0.019647, SerializeNames=0.307754, SerializeGatherableTextData=0.357572, BuildExportMap=0.247143, SortExportsNonSeekfree=2.637494, SortExportsSeekfreeConstructor=0.061441, SortExportsSeekfreeInner=14.231950, SortExportsSeekfree=0.004705, BuildDependencyMap=0.180170, SerializeImportMap=0.022974, SerializeExportMap=0.105165, SerializeDependencyMap=0.038192, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.206586, SerializeExports=19.229353, SerializeBulkData=0.024352, MoveFile=3.780778, UnaccountedTime=1.373269, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_91, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.571947, FlushAsyncLoading=0.006367, FlushStreamingFunc=0.066146, BlockTillAllRequestsFinished=0.006363, ResetLoadersForSaveUnMarkAllObjects=0.260428, TagPackageExports=14.696903, BeginCacheForCookedPlatformData=0.008304, SerializeImports=15.324589, GatherLocalizableTextData=68.308884, MarkNames=0.211719, SerializeSummary=0.018820, SerializeNames=0.334602, SerializeGatherableTextData=0.627130, BuildExportMap=0.239395, SortExportsNonSeekfree=3.686402, SortExportsSeekfreeConstructor=0.063378, SortExportsSeekfreeInner=18.372238, SortExportsSeekfree=0.006642, BuildDependencyMap=0.280079, SerializeImportMap=0.024632, SerializeExportMap=0.130627, SerializeDependencyMap=0.038743, SerializeStringAssetReferenceMap=0.003874, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.804380, SerializeExports=25.797073, SerializeBulkData=0.008028, MoveFile=4.890576, UnaccountedTime=1.488950, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_92, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.333662, FlushAsyncLoading=0.006367, FlushStreamingFunc=0.072233, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.264026, TagPackageExports=15.340090, BeginCacheForCookedPlatformData=0.007749, SerializeImports=15.512783, GatherLocalizableTextData=70.591026, MarkNames=0.196498, SerializeSummary=0.028782, SerializeNames=0.349268, SerializeGatherableTextData=0.649825, BuildExportMap=0.257108, SortExportsNonSeekfree=3.866021, SortExportsSeekfreeConstructor=0.066418, SortExportsSeekfreeInner=18.574827, SortExportsSeekfree=0.006642, BuildDependencyMap=0.245206, SerializeImportMap=0.042342, SerializeExportMap=0.148896, SerializeDependencyMap=0.032105, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.822921, SerializeExports=25.868204, SerializeBulkData=0.008579, MoveFile=4.290562, UnaccountedTime=1.458786, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_93, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=9.674594, FlushAsyncLoading=0.008855, FlushStreamingFunc=0.062548, BlockTillAllRequestsFinished=0.007749, ResetLoadersForSaveUnMarkAllObjects=0.269838, TagPackageExports=15.231043, BeginCacheForCookedPlatformData=0.007473, SerializeImports=15.647564, GatherLocalizableTextData=68.476875, MarkNames=0.197884, SerializeSummary=0.018541, SerializeNames=0.358678, SerializeGatherableTextData=0.604160, BuildExportMap=0.236072, SortExportsNonSeekfree=3.668416, SortExportsSeekfreeConstructor=0.063099, SortExportsSeekfreeInner=17.585695, SortExportsSeekfree=0.006642, BuildDependencyMap=0.237457, SerializeImportMap=0.020757, SerializeExportMap=0.146128, SerializeDependencyMap=0.043727, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.891559, SerializeExports=25.563490, SerializeBulkData=0.008579, MoveFile=4.103754, UnaccountedTime=1.321789, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_94, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.570009, FlushAsyncLoading=0.006367, FlushStreamingFunc=0.068914, BlockTillAllRequestsFinished=0.007194, ResetLoadersForSaveUnMarkAllObjects=0.272054, TagPackageExports=15.013237, BeginCacheForCookedPlatformData=0.008304, SerializeImports=15.465181, GatherLocalizableTextData=68.725410, MarkNames=0.209782, SerializeSummary=0.019096, SerializeNames=0.341795, SerializeGatherableTextData=0.650100, BuildExportMap=0.258215, SortExportsNonSeekfree=3.790189, SortExportsSeekfreeConstructor=0.062544, SortExportsSeekfreeInner=18.600840, SortExportsSeekfree=0.006367, BuildDependencyMap=0.257935, SerializeImportMap=0.021864, SerializeExportMap=0.141699, SerializeDependencyMap=0.032660, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.840359, SerializeExports=25.369207, SerializeBulkData=0.008304, MoveFile=4.588906, UnaccountedTime=1.391813, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_95, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=7.080000, FlushAsyncLoading=0.006087, FlushStreamingFunc=0.063933, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=0.253510, TagPackageExports=14.525868, BeginCacheForCookedPlatformData=0.007473, SerializeImports=15.350327, GatherLocalizableTextData=68.036560, MarkNames=0.195391, SerializeSummary=0.029057, SerializeNames=0.337645, SerializeGatherableTextData=0.605822, BuildExportMap=0.237178, SortExportsNonSeekfree=3.753655, SortExportsSeekfreeConstructor=0.060886, SortExportsSeekfreeInner=17.462540, SortExportsSeekfree=0.006638, BuildDependencyMap=0.242442, SerializeImportMap=0.021033, SerializeExportMap=0.150833, SerializeDependencyMap=0.030719, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.751242, SerializeExports=26.149940, SerializeBulkData=0.008855, MoveFile=4.270360, UnaccountedTime=1.534343, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_96, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.851474, FlushAsyncLoading=0.005811, FlushStreamingFunc=0.062823, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.252128, TagPackageExports=15.144143, BeginCacheForCookedPlatformData=0.008579, SerializeImports=15.669703, GatherLocalizableTextData=70.740479, MarkNames=0.190962, SerializeSummary=0.027675, SerializeNames=0.339303, SerializeGatherableTextData=0.637926, BuildExportMap=0.255723, SortExportsNonSeekfree=3.794614, SortExportsSeekfreeConstructor=0.060890, SortExportsSeekfreeInner=18.014666, SortExportsSeekfree=0.006087, BuildDependencyMap=0.267074, SerializeImportMap=0.021033, SerializeExportMap=0.140317, SerializeDependencyMap=0.035975, SerializeStringAssetReferenceMap=0.022143, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.835099, SerializeExports=25.338486, SerializeBulkData=0.008028, MoveFile=4.123125, UnaccountedTime=1.324281, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_97, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.495012, FlushAsyncLoading=0.004150, FlushStreamingFunc=0.066422, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.246037, TagPackageExports=14.442563, BeginCacheForCookedPlatformData=0.007197, SerializeImports=15.347835, GatherLocalizableTextData=69.760757, MarkNames=0.203140, SerializeSummary=0.019651, SerializeNames=0.348438, SerializeGatherableTextData=0.627130, BuildExportMap=0.263471, SortExportsNonSeekfree=3.776349, SortExportsSeekfreeConstructor=0.065040, SortExportsSeekfreeInner=19.072708, SortExportsSeekfree=0.006367, BuildDependencyMap=0.240225, SerializeImportMap=0.025738, SerializeExportMap=0.140313, SerializeDependencyMap=0.033487, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.850872, SerializeExports=25.471886, SerializeBulkData=0.008859, MoveFile=4.088808, UnaccountedTime=1.400393, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_98, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.791694, FlushAsyncLoading=0.006091, FlushStreamingFunc=0.060886, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.277311, TagPackageExports=15.059731, BeginCacheForCookedPlatformData=0.007752, SerializeImports=15.783728, GatherLocalizableTextData=97.350388, MarkNames=0.180446, SerializeSummary=0.022970, SerializeNames=0.422332, SerializeGatherableTextData=0.936821, BuildExportMap=0.381924, SortExportsNonSeekfree=4.023217, SortExportsSeekfreeConstructor=0.065867, SortExportsSeekfreeInner=18.616337, SortExportsSeekfree=0.006367, BuildDependencyMap=0.242714, SerializeImportMap=0.022139, SerializeExportMap=0.145577, SerializeDependencyMap=0.029337, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.831224, SerializeExports=26.714247, SerializeBulkData=0.008855, MoveFile=4.463535, UnaccountedTime=1.468472, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_99, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=6.725475, FlushAsyncLoading=0.006087, FlushStreamingFunc=0.070296, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.263747, TagPackageExports=15.480682, BeginCacheForCookedPlatformData=0.007194, SerializeImports=18.704348, GatherLocalizableTextData=267.646454, MarkNames=0.941250, SerializeSummary=0.021033, SerializeNames=0.337090, SerializeGatherableTextData=2.411660, BuildExportMap=0.278972, SortExportsNonSeekfree=3.876258, SortExportsSeekfreeConstructor=0.076938, SortExportsSeekfreeInner=18.235519, SortExportsSeekfree=0.009410, BuildDependencyMap=0.292532, SerializeImportMap=0.017714, SerializeExportMap=0.145294, SerializeDependencyMap=0.030722, SerializeStringAssetReferenceMap=0.003595, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.923939, SerializeExports=26.646719, SerializeBulkData=0.009410, MoveFile=4.456621, UnaccountedTime=1.431663, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_100, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.444642, FlushAsyncLoading=0.005256, FlushStreamingFunc=0.112087, BlockTillAllRequestsFinished=0.004984, ResetLoadersForSaveUnMarkAllObjects=0.243820, TagPackageExports=15.864544, BeginCacheForCookedPlatformData=0.007194, SerializeImports=15.674688, GatherLocalizableTextData=322.464539, MarkNames=0.940971, SerializeSummary=0.019651, SerializeNames=0.334047, SerializeGatherableTextData=2.977904, BuildExportMap=0.326850, SortExportsNonSeekfree=3.887053, SortExportsSeekfreeConstructor=0.066698, SortExportsSeekfreeInner=18.260702, SortExportsSeekfree=0.009689, BuildDependencyMap=0.269558, SerializeImportMap=0.016328, SerializeExportMap=0.131462, SerializeDependencyMap=0.089113, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.803549, SerializeExports=25.920231, SerializeBulkData=0.007749, MoveFile=4.656713, UnaccountedTime=1.534618, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_101, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.438276, FlushAsyncLoading=0.006642, FlushStreamingFunc=0.097696, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.282567, TagPackageExports=15.278093, BeginCacheForCookedPlatformData=0.009134, SerializeImports=15.593871, GatherLocalizableTextData=55.483967, MarkNames=0.192899, SerializeSummary=0.017989, SerializeNames=0.342071, SerializeGatherableTextData=0.516709, BuildExportMap=0.235517, SortExportsNonSeekfree=3.916945, SortExportsSeekfreeConstructor=0.068910, SortExportsSeekfreeInner=18.484049, SortExportsSeekfree=0.006363, BuildDependencyMap=0.239950, SerializeImportMap=0.017434, SerializeExportMap=0.156093, SerializeDependencyMap=0.035979, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.794970, SerializeExports=26.525774, SerializeBulkData=0.007473, MoveFile=4.509755, UnaccountedTime=1.505006, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_102, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.488921, FlushAsyncLoading=0.005536, FlushStreamingFunc=0.064760, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=0.258215, TagPackageExports=15.436399, BeginCacheForCookedPlatformData=0.007473, SerializeImports=15.478742, GatherLocalizableTextData=55.632587, MarkNames=0.203416, SerializeSummary=0.017714, SerializeNames=0.348989, SerializeGatherableTextData=0.503421, BuildExportMap=0.262089, SortExportsNonSeekfree=3.784929, SortExportsSeekfreeConstructor=0.078600, SortExportsSeekfreeInner=18.426481, SortExportsSeekfree=0.006918, BuildDependencyMap=0.247423, SerializeImportMap=0.019372, SerializeExportMap=0.144467, SerializeDependencyMap=0.032932, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.117945, SerializeExports=25.386923, SerializeBulkData=0.007749, MoveFile=4.042868, UnaccountedTime=0.289489, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_103, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.999539, FlushAsyncLoading=0.006642, FlushStreamingFunc=0.094928, BlockTillAllRequestsFinished=0.007469, ResetLoadersForSaveUnMarkAllObjects=0.270948, TagPackageExports=15.420902, BeginCacheForCookedPlatformData=0.007749, SerializeImports=16.135208, GatherLocalizableTextData=54.821411, MarkNames=0.206459, SerializeSummary=0.019927, SerializeNames=0.335153, SerializeGatherableTextData=0.503145, BuildExportMap=0.264857, SortExportsNonSeekfree=3.794890, SortExportsSeekfreeConstructor=0.062823, SortExportsSeekfreeInner=18.426762, SortExportsSeekfree=0.006642, BuildDependencyMap=0.218082, SerializeImportMap=0.017438, SerializeExportMap=0.145573, SerializeDependencyMap=0.029888, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.986763, SerializeExports=26.079365, SerializeBulkData=0.008579, MoveFile=4.073862, UnaccountedTime=1.470134, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_104, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.579699, FlushAsyncLoading=0.005811, FlushStreamingFunc=0.100184, BlockTillAllRequestsFinished=0.006922, ResetLoadersForSaveUnMarkAllObjects=0.263747, TagPackageExports=15.157979, BeginCacheForCookedPlatformData=0.008028, SerializeImports=15.761864, GatherLocalizableTextData=56.089512, MarkNames=0.195667, SerializeSummary=0.018541, SerializeNames=0.363108, SerializeGatherableTextData=0.497609, BuildExportMap=0.261810, SortExportsNonSeekfree=3.736775, SortExportsSeekfreeConstructor=0.075828, SortExportsSeekfreeInner=17.961533, SortExportsSeekfree=0.006918, BuildDependencyMap=0.233307, SerializeImportMap=0.019096, SerializeExportMap=0.142530, SerializeDependencyMap=0.045944, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.872460, SerializeExports=25.393841, SerializeBulkData=0.008024, MoveFile=4.054491, UnaccountedTime=1.451038, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_105, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.526006, FlushAsyncLoading=0.005811, FlushStreamingFunc=0.124540, BlockTillAllRequestsFinished=0.005260, ResetLoadersForSaveUnMarkAllObjects=0.303876, TagPackageExports=14.919971, BeginCacheForCookedPlatformData=0.008028, SerializeImports=15.103184, GatherLocalizableTextData=54.850746, MarkNames=0.205077, SerializeSummary=0.018820, SerializeNames=0.354800, SerializeGatherableTextData=0.516985, BuildExportMap=0.258766, SortExportsNonSeekfree=4.072480, SortExportsSeekfreeConstructor=0.061993, SortExportsSeekfreeInner=18.207844, SortExportsSeekfree=0.006642, BuildDependencyMap=0.239950, SerializeImportMap=0.019927, SerializeExportMap=0.145297, SerializeDependencyMap=0.032380, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.788324, SerializeExports=25.653440, SerializeBulkData=0.008300, MoveFile=4.933193, UnaccountedTime=1.507498, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_106, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=9.525143, FlushAsyncLoading=0.007752, FlushStreamingFunc=0.060055, BlockTillAllRequestsFinished=0.007194, ResetLoadersForSaveUnMarkAllObjects=0.259321, TagPackageExports=17.450634, BeginCacheForCookedPlatformData=0.005811, SerializeImports=17.078123, GatherLocalizableTextData=100.661507, MarkNames=0.193451, SerializeSummary=0.018820, SerializeNames=0.367533, SerializeGatherableTextData=0.901673, BuildExportMap=0.259325, SortExportsNonSeekfree=4.963912, SortExportsSeekfreeConstructor=0.107657, SortExportsSeekfreeInner=20.681776, SortExportsSeekfree=0.007473, BuildDependencyMap=1.140792, SerializeImportMap=0.021864, SerializeExportMap=0.147790, SerializeDependencyMap=0.032656, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.960194, SerializeExports=27.054106, SerializeBulkData=0.009131, MoveFile=3.865466, UnaccountedTime=1.498915, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_107, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.837910, FlushAsyncLoading=0.006642, FlushStreamingFunc=0.065316, BlockTillAllRequestsFinished=0.007197, ResetLoadersForSaveUnMarkAllObjects=0.273157, TagPackageExports=16.796936, BeginCacheForCookedPlatformData=0.007752, SerializeImports=16.900993, GatherLocalizableTextData=98.855667, MarkNames=0.197880, SerializeSummary=0.017714, SerializeNames=0.357017, SerializeGatherableTextData=0.910807, BuildExportMap=0.271775, SortExportsNonSeekfree=4.213903, SortExportsSeekfreeConstructor=0.066422, SortExportsSeekfreeInner=19.491716, SortExportsSeekfree=0.006918, BuildDependencyMap=0.260983, SerializeImportMap=0.018544, SerializeExportMap=0.148341, SerializeDependencyMap=0.033207, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.246635, SerializeExports=27.376249, SerializeBulkData=0.007749, MoveFile=4.090194, UnaccountedTime=1.642276, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_108, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.398978, FlushAsyncLoading=0.007749, FlushStreamingFunc=0.086900, BlockTillAllRequestsFinished=0.006922, ResetLoadersForSaveUnMarkAllObjects=0.269283, TagPackageExports=16.820736, BeginCacheForCookedPlatformData=0.007749, SerializeImports=16.484476, GatherLocalizableTextData=97.425659, MarkNames=0.207014, SerializeSummary=0.018820, SerializeNames=0.346500, SerializeGatherableTextData=0.896417, BuildExportMap=0.257105, SortExportsNonSeekfree=4.154123, SortExportsSeekfreeConstructor=0.065867, SortExportsSeekfreeInner=20.041637, SortExportsSeekfree=0.006642, BuildDependencyMap=0.275649, SerializeImportMap=0.019927, SerializeExportMap=0.152215, SerializeDependencyMap=0.035979, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.999492, SerializeExports=28.711601, SerializeBulkData=0.007473, MoveFile=4.049231, UnaccountedTime=1.461554, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_109, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.467057, FlushAsyncLoading=0.005811, FlushStreamingFunc=0.090778, BlockTillAllRequestsFinished=0.007473, ResetLoadersForSaveUnMarkAllObjects=0.270393, TagPackageExports=19.041159, BeginCacheForCookedPlatformData=0.007473, SerializeImports=18.397696, GatherLocalizableTextData=99.380394, MarkNames=0.197884, SerializeSummary=0.019096, SerializeNames=0.336535, SerializeGatherableTextData=0.909425, BuildExportMap=0.263747, SortExportsNonSeekfree=4.400715, SortExportsSeekfreeConstructor=0.063654, SortExportsSeekfreeInner=20.607601, SortExportsSeekfree=0.007749, BuildDependencyMap=1.314599, SerializeImportMap=0.024632, SerializeExportMap=0.166886, SerializeDependencyMap=0.042066, SerializeStringAssetReferenceMap=0.004154, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.077261, SerializeExports=30.310150, SerializeBulkData=0.009961, MoveFile=4.247390, UnaccountedTime=1.394577, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_110, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/2DNonDiegetic/Menus/StartMenu.uasset, AutoPackageBackupDelegate=5.674347, FlushAsyncLoading=0.005536, FlushStreamingFunc=0.112087, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.268452, TagPackageExports=16.983196, BeginCacheForCookedPlatformData=0.006918, SerializeImports=17.814573, GatherLocalizableTextData=57.803741, MarkNames=0.188474, SerializeSummary=0.017714, SerializeNames=0.373065, SerializeGatherableTextData=0.540506, BuildExportMap=0.379991, SortExportsNonSeekfree=4.554864, SortExportsSeekfreeConstructor=0.067528, SortExportsSeekfreeInner=20.959639, SortExportsSeekfree=0.006922, BuildDependencyMap=0.267621, SerializeImportMap=0.020478, SerializeExportMap=0.160519, SerializeDependencyMap=0.034317, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.116004, SerializeExports=29.622965, SerializeBulkData=0.008304, MoveFile=4.055046, UnaccountedTime=0.285890, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_111, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/WoaLSaveGame.uasset, AutoPackageBackupDelegate=9.162039, FlushAsyncLoading=0.007749, FlushStreamingFunc=0.061717, BlockTillAllRequestsFinished=0.006922, ResetLoadersForSaveUnMarkAllObjects=0.260152, TagPackageExports=0.268176, BeginCacheForCookedPlatformData=0.002213, SerializeImports=0.821695, GatherLocalizableTextData=0.215869, MarkNames=0.009961, SerializeSummary=0.010241, SerializeNames=0.045940, SerializeGatherableTextData=0.007473, BuildExportMap=0.030722, SortExportsNonSeekfree=0.026569, SortExportsSeekfreeConstructor=0.052582, SortExportsSeekfreeInner=0.396315, SortExportsSeekfree=0.003323, BuildDependencyMap=0.010516, SerializeImportMap=0.006918, SerializeExportMap=0.007473, SerializeDependencyMap=0.003323, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.143636, SerializeExports=0.629622, SerializeBulkData=0.005536, MoveFile=3.475238, UnaccountedTime=1.274467, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
SavePackageTransactionId148EE82A43D68350341AC0839D73FA17_112, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/WoaLSaveGame.uasset, AutoPackageBackupDelegate=5.478956, FlushAsyncLoading=0.005260, FlushStreamingFunc=0.068359, BlockTillAllRequestsFinished=0.006642, ResetLoadersForSaveUnMarkAllObjects=0.258766, TagPackageExports=0.229985, BeginCacheForCookedPlatformData=0.001937, SerializeImports=0.774369, GatherLocalizableTextData=0.187639, MarkNames=0.008859, SerializeSummary=0.012174, SerializeNames=0.050370, SerializeGatherableTextData=0.006922, BuildExportMap=0.030167, SortExportsNonSeekfree=0.026014, SortExportsSeekfreeConstructor=0.048984, SortExportsSeekfreeInner=0.341244, SortExportsSeekfree=0.002768, BuildDependencyMap=0.010241, SerializeImportMap=0.006363, SerializeExportMap=0.007197, SerializeDependencyMap=0.088286, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.136163, SerializeExports=0.533313, SerializeBulkData=0.004705, MoveFile=4.262056, UnaccountedTime=1.243472, RunGuid=RunID682FCD2B4EAA843B6B3DFFB3017B1B16
