CookerStat, GenerateAssetRegistry=0.028506, Initialize=0.120945, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_0, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/GameInstances/WoaLGameInstance.uasset, AutoPackageBackupDelegate=9.822108, FlushAsyncLoading=0.012729, FlushStreamingFunc=0.079706, BlockTillAllRequestsFinished=0.009686, ResetLoadersForSaveUnMarkAllObjects=0.721507, TagPackageExports=1.617368, BeginCacheForCookedPlatformData=0.003599, SerializeImports=2.063222, GatherLocalizableTextData=0.640694, MarkNames=0.017434, SerializeSummary=0.016052, SerializeNames=0.076108, SerializeGatherableTextData=0.107937, BuildExportMap=0.050094, SortExportsNonSeekfree=0.157751, SortExportsSeekfreeConstructor=0.059225, SortExportsSeekfreeInner=1.258139, SortExportsSeekfree=0.004426, BuildDependencyMap=0.020757, SerializeImportMap=0.012454, SerializeExportMap=0.012457, SerializeDependencyMap=0.002488, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.270113, SerializeExports=2.859730, SerializeBulkData=0.017989, MoveFile=3.840830, UnaccountedTime=1.439139, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_42, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/WoaLSaveGameMeta.uasset, AutoPackageBackupDelegate=6.114393, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.079431, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.237457, TagPackageExports=0.207566, BeginCacheForCookedPlatformData=0.001937, SerializeImports=0.653703, GatherLocalizableTextData=0.148065, MarkNames=0.008300, SerializeSummary=0.010241, SerializeNames=0.045940, SerializeGatherableTextData=0.004984, BuildExportMap=0.029888, SortExportsNonSeekfree=0.014115, SortExportsSeekfreeConstructor=0.048988, SortExportsSeekfreeInner=0.307199, SortExportsSeekfree=0.003044, BuildDependencyMap=0.009134, SerializeImportMap=0.007752, SerializeExportMap=0.005811, SerializeDependencyMap=0.001386, SerializeStringAssetReferenceMap=0.001382, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.184596, SerializeExports=0.441704, SerializeBulkData=0.004705, MoveFile=3.855500, UnaccountedTime=0.119284, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_43, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.568551, FlushAsyncLoading=0.006087, FlushStreamingFunc=0.092715, BlockTillAllRequestsFinished=0.007469, ResetLoadersForSaveUnMarkAllObjects=0.271779, TagPackageExports=36.588112, BeginCacheForCookedPlatformData=0.005256, SerializeImports=37.907131, GatherLocalizableTextData=24.777222, MarkNames=0.089671, SerializeSummary=0.014946, SerializeNames=0.117898, SerializeGatherableTextData=0.280354, BuildExportMap=0.225004, SortExportsNonSeekfree=5.018711, SortExportsSeekfreeConstructor=0.050370, SortExportsSeekfreeInner=37.306015, SortExportsSeekfree=0.017434, BuildDependencyMap=0.211444, SerializeImportMap=0.016328, SerializeExportMap=0.125650, SerializeDependencyMap=0.033207, SerializeStringAssetReferenceMap=0.003047, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.213072, SerializeExports=46.421558, SerializeBulkData=0.009686, MoveFile=3.971461, UnaccountedTime=1.521334, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_44, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/WoaLSaveGameMeta.uasset, AutoPackageBackupDelegate=6.080348, FlushAsyncLoading=0.003878, FlushStreamingFunc=0.059780, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.245206, TagPackageExports=0.202861, BeginCacheForCookedPlatformData=0.001937, SerializeImports=0.666708, GatherLocalizableTextData=0.144191, MarkNames=0.008024, SerializeSummary=0.009689, SerializeNames=0.048153, SerializeGatherableTextData=0.004705, BuildExportMap=0.029892, SortExportsNonSeekfree=0.013560, SortExportsSeekfreeConstructor=0.007197, SortExportsSeekfreeInner=0.317715, SortExportsSeekfree=0.003044, BuildDependencyMap=0.008859, SerializeImportMap=0.009961, SerializeExportMap=0.005811, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.001661, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.185426, SerializeExports=0.445858, SerializeBulkData=0.004981, MoveFile=3.779397, UnaccountedTime=1.218837, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_45, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.131828, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.108764, BlockTillAllRequestsFinished=0.004429, ResetLoadersForSaveUnMarkAllObjects=0.227217, TagPackageExports=36.182102, BeginCacheForCookedPlatformData=0.004705, SerializeImports=38.490814, GatherLocalizableTextData=24.811264, MarkNames=0.089947, SerializeSummary=0.014666, SerializeNames=0.117898, SerializeGatherableTextData=0.304434, BuildExportMap=0.236072, SortExportsNonSeekfree=5.180616, SortExportsSeekfreeConstructor=0.067804, SortExportsSeekfreeInner=36.451393, SortExportsSeekfree=0.006087, BuildDependencyMap=0.226941, SerializeImportMap=0.017159, SerializeExportMap=0.137825, SerializeDependencyMap=0.028785, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.222003, SerializeExports=47.738926, SerializeBulkData=0.009410, MoveFile=4.269253, UnaccountedTime=1.386277, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_46, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/WoaLSaveGameMeta.uasset, AutoPackageBackupDelegate=5.975183, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.082199, BlockTillAllRequestsFinished=0.004701, ResetLoadersForSaveUnMarkAllObjects=0.220578, TagPackageExports=0.174634, BeginCacheForCookedPlatformData=0.001937, SerializeImports=0.598073, GatherLocalizableTextData=0.134781, MarkNames=0.008024, SerializeSummary=0.009410, SerializeNames=0.045665, SerializeGatherableTextData=0.004429, BuildExportMap=0.029337, SortExportsNonSeekfree=0.013839, SortExportsSeekfreeConstructor=0.007194, SortExportsSeekfreeInner=0.279523, SortExportsSeekfree=0.002768, BuildDependencyMap=0.008304, SerializeImportMap=0.006922, SerializeExportMap=0.005811, SerializeDependencyMap=0.001382, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.185430, SerializeExports=0.404064, SerializeBulkData=0.004981, MoveFile=3.565460, UnaccountedTime=1.138855, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_47, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=5.984593, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.068638, BlockTillAllRequestsFinished=0.005256, ResetLoadersForSaveUnMarkAllObjects=0.228047, TagPackageExports=36.989681, BeginCacheForCookedPlatformData=0.005256, SerializeImports=37.968849, GatherLocalizableTextData=24.960436, MarkNames=0.099082, SerializeSummary=0.014115, SerializeNames=0.120386, SerializeGatherableTextData=0.300836, BuildExportMap=0.244655, SortExportsNonSeekfree=5.186979, SortExportsSeekfreeConstructor=0.051476, SortExportsSeekfreeInner=36.653423, SortExportsSeekfree=0.005811, BuildDependencyMap=0.224449, SerializeImportMap=0.017714, SerializeExportMap=0.124816, SerializeDependencyMap=0.028785, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.238056, SerializeExports=47.516685, SerializeBulkData=0.009134, MoveFile=4.380234, UnaccountedTime=0.271499, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_48, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=10.295362, FlushAsyncLoading=0.011899, FlushStreamingFunc=0.062823, BlockTillAllRequestsFinished=0.008304, ResetLoadersForSaveUnMarkAllObjects=0.289764, TagPackageExports=36.880089, BeginCacheForCookedPlatformData=0.004981, SerializeImports=38.700592, GatherLocalizableTextData=25.010530, MarkNames=0.089392, SerializeSummary=0.019927, SerializeNames=0.122327, SerializeGatherableTextData=0.280354, BuildExportMap=0.229158, SortExportsNonSeekfree=5.152661, SortExportsSeekfreeConstructor=0.051752, SortExportsSeekfreeInner=36.313290, SortExportsSeekfree=0.006642, BuildDependencyMap=0.991065, SerializeImportMap=0.018544, SerializeExportMap=0.135887, SerializeDependencyMap=0.029888, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.235567, SerializeExports=46.270451, SerializeBulkData=0.010516, MoveFile=4.107348, UnaccountedTime=1.400113, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_49, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.203785, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.066146, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.260983, TagPackageExports=37.121693, BeginCacheForCookedPlatformData=0.005260, SerializeImports=37.569210, GatherLocalizableTextData=24.761169, MarkNames=0.109874, SerializeSummary=0.015497, SerializeNames=0.115961, SerializeGatherableTextData=0.267625, BuildExportMap=0.226386, SortExportsNonSeekfree=5.137444, SortExportsSeekfreeConstructor=0.053965, SortExportsSeekfreeInner=37.031471, SortExportsSeekfree=0.006091, BuildDependencyMap=0.221681, SerializeImportMap=0.016883, SerializeExportMap=0.124540, SerializeDependencyMap=0.028506, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.289811, SerializeExports=48.890785, SerializeBulkData=0.008855, MoveFile=4.457172, UnaccountedTime=1.428619, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_50, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.118823, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.118729, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.222787, TagPackageExports=36.343731, BeginCacheForCookedPlatformData=0.004981, SerializeImports=37.971066, GatherLocalizableTextData=24.785250, MarkNames=0.122324, SerializeSummary=0.015777, SerializeNames=0.120111, SerializeGatherableTextData=0.279248, BuildExportMap=0.226941, SortExportsNonSeekfree=5.171761, SortExportsSeekfreeConstructor=0.059500, SortExportsSeekfreeInner=36.231369, SortExportsSeekfree=0.006363, BuildDependencyMap=0.218362, SerializeImportMap=0.030443, SerializeExportMap=0.115961, SerializeDependencyMap=0.031549, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.349036, SerializeExports=48.214115, SerializeBulkData=0.009686, MoveFile=4.311599, UnaccountedTime=0.275929, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_51, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.304249, FlushAsyncLoading=0.003595, FlushStreamingFunc=0.117622, BlockTillAllRequestsFinished=0.006918, ResetLoadersForSaveUnMarkAllObjects=0.253789, TagPackageExports=36.753883, BeginCacheForCookedPlatformData=0.004705, SerializeImports=37.924015, GatherLocalizableTextData=24.581280, MarkNames=0.098526, SerializeSummary=0.015497, SerializeNames=0.109319, SerializeGatherableTextData=0.292532, BuildExportMap=0.228327, SortExportsNonSeekfree=5.165946, SortExportsSeekfreeConstructor=0.055075, SortExportsSeekfreeInner=36.500652, SortExportsSeekfree=0.006367, BuildDependencyMap=0.213932, SerializeImportMap=0.016328, SerializeExportMap=0.124816, SerializeDependencyMap=0.027400, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.061409, SerializeExports=47.533844, SerializeBulkData=0.010796, MoveFile=3.943510, UnaccountedTime=1.543198, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_52, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.532852, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.066418, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.252403, TagPackageExports=30.832392, BeginCacheForCookedPlatformData=0.004705, SerializeImports=30.370760, GatherLocalizableTextData=24.305630, MarkNames=0.074726, SerializeSummary=0.013836, SerializeNames=0.128970, SerializeGatherableTextData=0.286996, BuildExportMap=0.225279, SortExportsNonSeekfree=4.034564, SortExportsSeekfreeConstructor=0.049818, SortExportsSeekfreeInner=28.803762, SortExportsSeekfree=0.005532, BuildDependencyMap=0.195671, SerializeImportMap=0.016883, SerializeExportMap=0.109594, SerializeDependencyMap=0.026569, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.707791, SerializeExports=39.513149, SerializeBulkData=0.009134, MoveFile=4.219439, UnaccountedTime=1.322068, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_53, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.092250, FlushAsyncLoading=0.003047, FlushStreamingFunc=0.098247, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.244930, TagPackageExports=28.404678, BeginCacheForCookedPlatformData=0.004981, SerializeImports=30.576393, GatherLocalizableTextData=24.118263, MarkNames=0.084691, SerializeSummary=0.013836, SerializeNames=0.110980, SerializeGatherableTextData=0.288934, BuildExportMap=0.211168, SortExportsNonSeekfree=3.947660, SortExportsSeekfreeConstructor=0.052582, SortExportsSeekfreeInner=29.662542, SortExportsSeekfree=0.006642, BuildDependencyMap=0.187639, SerializeImportMap=0.017434, SerializeExportMap=0.109874, SerializeDependencyMap=0.029061, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.031872, SerializeExports=38.591827, SerializeBulkData=0.008304, MoveFile=4.152186, UnaccountedTime=0.241052, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_54, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.071773, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.085518, BlockTillAllRequestsFinished=0.004705, ResetLoadersForSaveUnMarkAllObjects=0.234414, TagPackageExports=29.498976, BeginCacheForCookedPlatformData=0.004705, SerializeImports=31.200201, GatherLocalizableTextData=24.551392, MarkNames=0.073340, SerializeSummary=0.013839, SerializeNames=0.127308, SerializeGatherableTextData=0.272881, BuildExportMap=0.208400, SortExportsNonSeekfree=3.984746, SortExportsSeekfreeConstructor=0.052862, SortExportsSeekfreeInner=28.297018, SortExportsSeekfree=0.005536, BuildDependencyMap=0.185706, SerializeImportMap=0.018544, SerializeExportMap=0.117067, SerializeDependencyMap=0.027951, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.704468, SerializeExports=39.387230, SerializeBulkData=0.008024, MoveFile=4.366394, UnaccountedTime=1.318470, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_55, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.120205, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.060890, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.223342, TagPackageExports=29.123693, BeginCacheForCookedPlatformData=0.004981, SerializeImports=31.285997, GatherLocalizableTextData=24.000645, MarkNames=0.088282, SerializeSummary=0.014670, SerializeNames=0.118729, SerializeGatherableTextData=0.286721, BuildExportMap=0.300005, SortExportsNonSeekfree=4.028197, SortExportsSeekfreeConstructor=0.068635, SortExportsSeekfreeInner=29.500637, SortExportsSeekfree=0.006087, BuildDependencyMap=0.172421, SerializeImportMap=0.017159, SerializeExportMap=0.108488, SerializeDependencyMap=0.025738, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.796903, SerializeExports=38.159534, SerializeBulkData=0.008304, MoveFile=4.005503, UnaccountedTime=1.350854, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_56, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.092250, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.083860, BlockTillAllRequestsFinished=0.006363, ResetLoadersForSaveUnMarkAllObjects=0.248529, TagPackageExports=29.295835, BeginCacheForCookedPlatformData=0.015777, SerializeImports=31.028610, GatherLocalizableTextData=24.812929, MarkNames=0.089943, SerializeSummary=0.014670, SerializeNames=0.126753, SerializeGatherableTextData=0.289489, BuildExportMap=0.210613, SortExportsNonSeekfree=4.028197, SortExportsSeekfreeConstructor=0.052307, SortExportsSeekfreeInner=29.754147, SortExportsSeekfree=0.005811, BuildDependencyMap=0.190962, SerializeImportMap=0.016332, SerializeExportMap=0.104889, SerializeDependencyMap=0.028227, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.804931, SerializeExports=38.689526, SerializeBulkData=0.008024, MoveFile=3.807623, UnaccountedTime=1.265056, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_57, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.099448, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.106826, BlockTillAllRequestsFinished=0.005811, ResetLoadersForSaveUnMarkAllObjects=0.240505, TagPackageExports=30.807760, BeginCacheForCookedPlatformData=0.004981, SerializeImports=30.777317, GatherLocalizableTextData=24.900660, MarkNames=0.078596, SerializeSummary=0.014115, SerializeNames=0.117071, SerializeGatherableTextData=0.309967, BuildExportMap=0.213381, SortExportsNonSeekfree=4.036222, SortExportsSeekfreeConstructor=0.048712, SortExportsSeekfreeInner=29.650360, SortExportsSeekfree=0.006642, BuildDependencyMap=0.184320, SerializeImportMap=0.017989, SerializeExportMap=0.108212, SerializeDependencyMap=0.026844, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.724949, SerializeExports=39.257149, SerializeBulkData=0.007749, MoveFile=4.296928, UnaccountedTime=1.311827, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_58, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.489951, FlushAsyncLoading=0.005260, FlushStreamingFunc=0.094648, BlockTillAllRequestsFinished=0.005815, ResetLoadersForSaveUnMarkAllObjects=0.246312, TagPackageExports=33.052258, BeginCacheForCookedPlatformData=0.005260, SerializeImports=34.252831, GatherLocalizableTextData=27.672655, MarkNames=0.095759, SerializeSummary=0.016604, SerializeNames=0.119559, SerializeGatherableTextData=0.308860, BuildExportMap=0.212274, SortExportsNonSeekfree=4.676085, SortExportsSeekfreeConstructor=0.051200, SortExportsSeekfreeInner=31.852793, SortExportsSeekfree=0.006367, BuildDependencyMap=0.200372, SerializeImportMap=0.016604, SerializeExportMap=0.117067, SerializeDependencyMap=0.028782, SerializeStringAssetReferenceMap=0.003323, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.041003, SerializeExports=44.450500, SerializeBulkData=0.010516, MoveFile=4.210859, UnaccountedTime=1.361646, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_59, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.139856, FlushAsyncLoading=0.002768, FlushStreamingFunc=0.097141, BlockTillAllRequestsFinished=0.007194, ResetLoadersForSaveUnMarkAllObjects=0.252128, TagPackageExports=33.718689, BeginCacheForCookedPlatformData=0.005256, SerializeImports=34.756256, GatherLocalizableTextData=27.626436, MarkNames=0.093821, SerializeSummary=0.016604, SerializeNames=0.124820, SerializeGatherableTextData=0.313565, BuildExportMap=0.231646, SortExportsNonSeekfree=4.705697, SortExportsSeekfreeConstructor=0.061441, SortExportsSeekfreeInner=33.507526, SortExportsSeekfree=0.005811, BuildDependencyMap=0.204522, SerializeImportMap=0.018265, SerializeExportMap=0.116237, SerializeDependencyMap=0.028506, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.441751, SerializeExports=43.964508, SerializeBulkData=0.009965, MoveFile=4.406247, UnaccountedTime=1.407586, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_60, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.249175, FlushAsyncLoading=0.003044, FlushStreamingFunc=0.088286, BlockTillAllRequestsFinished=0.006367, ResetLoadersForSaveUnMarkAllObjects=0.257939, TagPackageExports=33.668598, BeginCacheForCookedPlatformData=0.005256, SerializeImports=35.379509, GatherLocalizableTextData=27.889357, MarkNames=0.099909, SerializeSummary=0.014946, SerializeNames=0.117067, SerializeGatherableTextData=0.316057, BuildExportMap=0.209503, SortExportsNonSeekfree=4.622675, SortExportsSeekfreeConstructor=0.048984, SortExportsSeekfreeInner=33.706512, SortExportsSeekfree=0.006367, BuildDependencyMap=0.198711, SerializeImportMap=0.016328, SerializeExportMap=0.119004, SerializeDependencyMap=0.030994, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.039621, SerializeExports=43.747532, SerializeBulkData=0.008028, MoveFile=4.194807, UnaccountedTime=1.404542, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_61, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.144561, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.110976, BlockTillAllRequestsFinished=0.006922, ResetLoadersForSaveUnMarkAllObjects=0.254337, TagPackageExports=33.918785, BeginCacheForCookedPlatformData=0.005256, SerializeImports=34.659664, GatherLocalizableTextData=27.719151, MarkNames=0.079982, SerializeSummary=0.013839, SerializeNames=0.109870, SerializeGatherableTextData=0.340134, BuildExportMap=0.210889, SortExportsNonSeekfree=4.442226, SortExportsSeekfreeConstructor=0.060059, SortExportsSeekfreeInner=33.268127, SortExportsSeekfree=0.006367, BuildDependencyMap=0.194561, SerializeImportMap=0.019096, SerializeExportMap=0.120111, SerializeDependencyMap=0.041239, SerializeStringAssetReferenceMap=0.003599, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.048476, SerializeExports=42.482758, SerializeBulkData=0.009686, MoveFile=4.443888, UnaccountedTime=1.391813, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
SavePackageTransactionIdA3D859AE40A67B87890C34BBE0219884_62, Filename=../../../../../../Users/MagicUser/Documents/ChildrenAmongGiants/WhisperOfALullaby/Content/Blueprints/SaveState/SaveLoadFunctions.uasset, AutoPackageBackupDelegate=6.166700, FlushAsyncLoading=0.003595, FlushStreamingFunc=0.057567, BlockTillAllRequestsFinished=0.006087, ResetLoadersForSaveUnMarkAllObjects=0.253789, TagPackageExports=34.808006, BeginCacheForCookedPlatformData=0.005260, SerializeImports=35.331348, GatherLocalizableTextData=27.818785, MarkNames=0.080261, SerializeSummary=0.013836, SerializeNames=0.130355, SerializeGatherableTextData=0.313841, BuildExportMap=0.234138, SortExportsNonSeekfree=4.472114, SortExportsSeekfreeConstructor=0.051200, SortExportsSeekfreeInner=33.657249, SortExportsSeekfree=0.005811, BuildDependencyMap=0.223346, SerializeImportMap=0.026848, SerializeExportMap=0.123709, SerializeDependencyMap=0.027400, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.061485, SerializeExports=44.363594, SerializeBulkData=0.007749, MoveFile=4.235212, UnaccountedTime=1.506388, RunGuid=RunIDA4B699DC4D437F1DAB08B2B8784FBD41
